comuna,confirmados
Chépica,66
Chimbarongo,99
Codegua,97
Coinco,64
Coltauco,90
Doñihue,207
Graneros,278
La Estrella,25
Las Cabras,96
Litueche,57
Lolol,40
Machalí,627
Malloa,46
Marchihue,13
Mostazal,150
Nancagua,56
Navidad,52
Olivar,112
Palmilla,27
Paredones,11
Peralillo,43
Peumo,23
Pichidegua,61
Pichilemu,35
Placilla,35
Pumanque,4
Quinta de Tilcoco,49
Rancagua,3634
Rengo,416
Requínoa,222
San Fernando,210
San Vicente,218
Santa Cruz,92
Cauquenes,293
Chanco,29
Colbún,116
Constitución,172
Curepto,30
Curicó,1414
Empedrado,26
Hualañé,112
Licantén,19
Linares,381
Longaví,178
Maule,220
Molina,174
Parral,221
Pelarco,39
Pelluhue,55
Pencahue,34
Rauco,49
Retiro,118
Río Claro,52
Romeral,198
Sagrada Familia,57
San Clemente,278
San Javier,231
San Rafael,102
Talca,1239
Teno,118
Vichuquén,0
Villa Alegre,55
Yerbas Buenas,93
Bulnes,255
Chillán,1155
Chillán Viejo,200
Cobquecura,0
Coelemu,62
Coihueco,99
El Carmen,64
Ninhue,34
Ñiquén,67
Pemuco,76
Pinto,35
Portezuelo,11
Quillón,122
Quirihue,39
Ránquil,22
San Carlos,321
San Fabián,9
San Ignacio,132
San Nicolás,63
Treguaco,3
Yungay,94
Alto Biobío,162
Antuco,47
Arauco,242
Cabrero,114
Cañete,33
Chiguayante,323
Concepción,1172
Contulmo,40
Coronel,848
Curanilahue,59
Florida,30
Hualpén,436
Hualqui,142
Laja,131
Lebu,30
Los Álamos,71
Los Ángeles,736
Lota,254
Mulchén,62
Nacimiento,113
Negrete,107
Penco,258
Quilaco,11
Quilleco,16
San Pedro de la Paz,579
San Rosendo,21
Santa Bárbara,93
Santa Juana,62
Talcahuano,661
Tirúa,30
Tomé,310
Tucapel,122
Yumbel,110
Angol,360
Carahue,82
Cholchol,25
Collipulli,60
Cunco,57
Curacautín,23
Curarrehue,4
Ercilla,19
Freire,112
Galvarino,119
Gorbea,38
Lautaro,121
Loncoche,77
Lonquimay,71
Los Sauces,10
Lumaco,39
Melipeuco,8
Nueva Imperial,117
Padre Las Casas,183
Perquenco,35
Pitrufquén,98
Pucón,73
Purén,23
Renaico,60
Saavedra,98
Temuco,968
Teodoro Schmidt,34
Toltén,16
Traiguén,46
Victoria,161
Vilcún,124
Villarrica,97
Corral,24
Futrono,60
La Unión,88
Lago Ranco,7
Lanco,28
Los Lagos,63
Máfil,20
Mariquina,22
Paillaco,30
Panguipulli,56
Río Bueno,24
Valdivia,329
Ancud,100
Calbuco,61
Castro,9
Chaitén,1
Chonchi,0
Cochamó,5
Curaco de Vélez,12
Dalcahue,7
Fresia,9
Frutillar,70
Futaleufú,1
Hualaihué,13
Llanquihue,56
Los Muermos,16
Maullín,22
Osorno,466
Palena,0
Puerto Montt,574
Puerto Octay,8
Puerto Varas,80
Puqueldón,0
Purranque,76
Puyehue,13
Queilén,0
Quellón,5
Quemchi,14
Quinchao,2
Río Negro,39
San Juan de la Costa,42
San Pablo,12
Aisén,12
Chile Chico,1
Cisnes,0
Cochrane,0
Coyhaique,26
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,22
Laguna Blanca,0
Natales,42
Porvenir,10
Primavera,3
Punta Arenas,1327
Río Verde,0
San Gregorio,2
Timaukel,0
Torres del Paine,0
