comuna,activos
Portezuelo,0
Quillón,8
Quirihue,8
Ránquil,5
San Carlos,16
San Fabián,2
San Ignacio,7
San Nicolás,14
Treguaco,2
Yungay,15
Alto Biobío,1
Antuco,6
Arauco,67
Cabrero,8
Cañete,36
Chiguayante,79
Concepción,211
Contulmo,0
Coronel,146
Curanilahue,26
Florida,9
Hualpén,87
Hualqui,29
Laja,20
Lebu,5
Los Álamos,18
Los Ángeles,118
Lota,65
Mulchén,4
Nacimiento,3
Negrete,3
Penco,80
Quilaco,4
Quilleco,16
San Pedro de la Paz,119
San Rosendo,1
Santa Bárbara,25
Santa Juana,5
Talcahuano,189
Tirúa,2
Tomé,77
Tucapel,9
Yumbel,12
Angol,35
Carahue,14
Cholchol,3
Collipulli,8
Cunco,4
Curacautín,4
Curarrehue,0
Ercilla,19
Freire,5
Galvarino,2
Gorbea,1
Lautaro,22
Loncoche,1
Lonquimay,0
Los Sauces,30
Lumaco,0
Melipeuco,0
Nueva Imperial,3
Padre Las Casas,11
Perquenco,0
Pitrufquén,5
Pucón,7
Purén,2
Renaico,6
Saavedra,0
Temuco,101
Teodoro Schmidt,0
Toltén,1
Traiguén,11
Victoria,14
Vilcún,15
Villarrica,1
Corral,0
Futrono,0
La Unión,4
Lago Ranco,0
Lanco,2
Los Lagos,0
Máfil,7
Mariquina,2
Paillaco,4
Panguipulli,1
Río Bueno,5
Valdivia,39
Ancud,5
Calbuco,25
Castro,18
Chaitén,1
Chonchi,0
Cochamó,2
Curaco de Vélez,0
Dalcahue,1
Fresia,25
Frutillar,28
Futaleufú,0
Hualaihué,0
Llanquihue,46
Los Muermos,15
Maullín,24
Osorno,129
Palena,0
Puerto Montt,578
Puerto Octay,10
Puerto Varas,36
Puqueldón,0
Purranque,6
Puyehue,6
Queilén,0
Quellón,1
Quemchi,0
Quinchao,1
Río Negro,6
San Juan de la Costa,11
San Pablo,4
Aisén,8
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,6
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,2
Porvenir,0
Primavera,0
Punta Arenas,173
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
