comuna,activos
Valdivia,26
Ancud,2
Calbuco,0
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,1
Futaleufú,0
Hualaihué,1
Llanquihue,0
Los Muermos,0
Maullín,0
Osorno,37
Palena,0
Puerto Montt,77
Puerto Octay,0
Puerto Varas,17
Puqueldón,0
Purranque,15
Puyehue,1
Queilén,0
Quellón,0
Quemchi,6
Quinchao,0
Río Negro,1
San Juan de la Costa,0
San Pablo,0
Aisén,1
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,4
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,0
Porvenir,0
Primavera,0
Punta Arenas,37
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
