comuna,activos
Purén,1
Renaico,0
Saavedra,0
Temuco,44
Teodoro Schmidt,0
Toltén,0
Traiguén,4
Victoria,6
Vilcún,24
Villarrica,3
Corral,0
Futrono,1
La Unión,3
Lago Ranco,1
Lanco,0
Los Lagos,0
Máfil,6
Mariquina,0
Paillaco,0
Panguipulli,4
Río Bueno,14
Valdivia,49
Ancud,1
Calbuco,45
Castro,2
Chaitén,3
Chonchi,0
Cochamó,1
Curaco de Vélez,0
Dalcahue,0
Fresia,19
Frutillar,55
Futaleufú,0
Hualaihué,2
Llanquihue,25
Los Muermos,28
Maullín,41
Osorno,168
Palena,1
Puerto Montt,386
Puerto Octay,10
Puerto Varas,38
Puqueldón,0
Purranque,25
Puyehue,10
Queilén,0
Quellón,0
Quemchi,0
Quinchao,0
Río Negro,9
San Juan de la Costa,4
San Pablo,7
Aisén,11
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,1
Guaitecas,1
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,5
Porvenir,13
Primavera,2
Punta Arenas,379
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
