comuna,confirmados
Villa Alegre,85
Yerbas Buenas,99
Bulnes,294
Chillán,1420
Chillán Viejo,232
Cobquecura,0
Coelemu,66
Coihueco,139
El Carmen,83
Ninhue,41
Ñiquén,69
Pemuco,90
Pinto,45
Portezuelo,15
Quillón,141
Quirihue,44
Ránquil,27
San Carlos,414
San Fabián,10
San Ignacio,144
San Nicolás,83
Treguaco,4
Yungay,102
Alto Biobío,162
Antuco,47
Arauco,286
Cabrero,125
Cañete,36
Chiguayante,399
Concepción,1360
Contulmo,43
Coronel,1056
Curanilahue,98
Florida,36
Hualpén,555
Hualqui,161
Laja,139
Lebu,32
Los Álamos,94
Los Ángeles,885
Lota,320
Mulchén,94
Nacimiento,150
Negrete,110
Penco,326
Quilaco,12
Quilleco,33
San Pedro de la Paz,699
San Rosendo,29
Santa Bárbara,105
Santa Juana,71
Talcahuano,847
Tirúa,30
Tomé,331
Tucapel,134
Yumbel,170
Angol,408
Carahue,84
Cholchol,26
Collipulli,67
Cunco,62
Curacautín,25
Curarrehue,4
Ercilla,20
Freire,112
Galvarino,133
Gorbea,39
Lautaro,124
Loncoche,82
Lonquimay,70
Los Sauces,21
Lumaco,40
Melipeuco,10
Nueva Imperial,125
Padre Las Casas,202
Perquenco,39
Pitrufquén,92
Pucón,71
Purén,24
Renaico,49
Saavedra,98
Temuco,1033
Teodoro Schmidt,30
Toltén,18
Traiguén,49
Victoria,172
Vilcún,120
Villarrica,98
Corral,26
Futrono,61
La Unión,87
Lago Ranco,7
Lanco,27
Los Lagos,63
Máfil,20
Mariquina,21
Paillaco,33
Panguipulli,60
Río Bueno,30
Valdivia,337
Ancud,100
Calbuco,111
Castro,9
Chaitén,1
Chonchi,1
Cochamó,8
Curaco de Vélez,17
Dalcahue,7
Fresia,23
Frutillar,141
Futaleufú,1
Hualaihué,12
Llanquihue,70
Los Muermos,38
Maullín,41
Osorno,500
Palena,0
Puerto Montt,854
Puerto Octay,8
Puerto Varas,95
Puqueldón,0
Purranque,82
Puyehue,14
Queilén,0
Quellón,6
Quemchi,14
Quinchao,2
Río Negro,44
San Juan de la Costa,42
San Pablo,13
Aisén,17
Chile Chico,1
Cisnes,0
Cochrane,0
Coyhaique,28
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,22
Laguna Blanca,0
Natales,50
Porvenir,10
Primavera,1
Punta Arenas,1398
Río Verde,0
San Gregorio,2
Timaukel,0
Torres del Paine,1
