comuna,confirmados
Olivar,213
Palmilla,54
Paredones,29
Peralillo,61
Peumo,85
Pichidegua,213
Pichilemu,54
Placilla,66
Pumanque,4
Quinta de Tilcoco,121
Rancagua,5782
Rengo,1042
Requínoa,416
San Fernando,525
San Vicente,512
Santa Cruz,228
Cauquenes,405
Chanco,48
Colbún,206
Constitución,381
Curepto,53
Curicó,2165
Empedrado,32
Hualañé,116
Licantén,25
Linares,800
Longaví,280
Maule,465
Molina,291
Parral,283
Pelarco,133
Pelluhue,69
Pencahue,57
Rauco,110
Retiro,157
Río Claro,110
Romeral,270
Sagrada Familia,104
San Clemente,549
San Javier,497
San Rafael,131
Talca,2026
Teno,286
Vichuquén,6
Villa Alegre,146
Yerbas Buenas,144
Bulnes,444
Chillán,1836
Chillán Viejo,297
Cobquecura,2
Coelemu,82
Coihueco,216
El Carmen,108
Ninhue,50
Ñiquén,92
Pemuco,104
Pinto,68
Portezuelo,21
Quillón,185
Quirihue,71
Ránquil,41
San Carlos,504
San Fabián,15
San Ignacio,178
San Nicolás,131
Treguaco,8
Yungay,139
Alto Biobío,173
Antuco,62
Arauco,426
Cabrero,159
Cañete,135
Chiguayante,664
Concepción,1944
Contulmo,46
Coronel,1516
Curanilahue,216
Florida,67
Hualpén,859
Hualqui,253
Laja,191
Lebu,48
Los Álamos,148
Los Ángeles,1242
Lota,483
Mulchén,137
Nacimiento,170
Negrete,134
Penco,550
Quilaco,24
Quilleco,63
San Pedro de la Paz,1028
San Rosendo,36
Santa Bárbara,153
Santa Juana,91
Talcahuano,1470
Tirúa,34
Tomé,502
Tucapel,156
Yumbel,232
Angol,508
Carahue,118
Cholchol,39
Collipulli,88
Cunco,89
Curacautín,34
Curarrehue,4
Ercilla,58
Freire,126
Galvarino,134
Gorbea,39
Lautaro,174
Loncoche,83
Lonquimay,71
Los Sauces,59
Lumaco,42
Melipeuco,12
Nueva Imperial,139
Padre Las Casas,229
Perquenco,44
Pitrufquén,105
Pucón,90
Purén,45
Renaico,61
Saavedra,99
Temuco,1283
Teodoro Schmidt,31
Toltén,18
Traiguén,58
Victoria,214
Vilcún,156
Villarrica,107
Corral,26
Futrono,61
La Unión,106
Lago Ranco,7
Lanco,30
Los Lagos,63
Máfil,29
Mariquina,38
Paillaco,38
Panguipulli,67
Río Bueno,43
Valdivia,469
Ancud,113
Calbuco,243
Castro,29
Chaitén,12
Chonchi,1
Cochamó,20
Curaco de Vélez,18
Dalcahue,8
Fresia,71
Frutillar,185
Futaleufú,1
Hualaihué,20
Llanquihue,152
Los Muermos,76
Maullín,104
Osorno,876
Palena,0
Puerto Montt,2357
Puerto Octay,41
Puerto Varas,208
Puqueldón,0
Purranque,103
Puyehue,28
Queilén,0
Quellón,7
Quemchi,14
Quinchao,3
Río Negro,60
San Juan de la Costa,55
San Pablo,20
Aisén,47
Chile Chico,1
Cisnes,0
Cochrane,0
Coyhaique,36
Guaitecas,1
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,22
Laguna Blanca,0
Natales,56
Porvenir,10
Primavera,1
Punta Arenas,1821
Río Verde,0
San Gregorio,2
Timaukel,0
Torres del Paine,0
