comuna,activos
Curepto,6
Curicó,142
Empedrado,2
Hualañé,1
Licantén,3
Linares,104
Longaví,13
Maule,34
Molina,29
Parral,16
Pelarco,29
Pelluhue,2
Pencahue,2
Rauco,7
Retiro,16
Río Claro,19
Romeral,20
Sagrada Familia,14
San Clemente,44
San Javier,53
San Rafael,4
Talca,170
Teno,42
Vichuquén,0
Villa Alegre,8
Yerbas Buenas,21
Bulnes,84
Chillán,119
Chillán Viejo,10
Cobquecura,0
Coelemu,7
Coihueco,11
El Carmen,14
Ninhue,1
Ñiquén,5
Pemuco,2
Pinto,1
Portezuelo,0
Quillón,6
Quirihue,7
Ránquil,0
San Carlos,11
San Fabián,1
San Ignacio,8
San Nicolás,17
Treguaco,1
Yungay,7
Alto Biobío,1
Antuco,1
Arauco,66
Cabrero,14
Cañete,28
Chiguayante,78
Concepción,219
Contulmo,0
Coronel,187
Curanilahue,23
Florida,8
Hualpén,100
Hualqui,46
Laja,15
Lebu,5
Los Álamos,13
Los Ángeles,99
Lota,68
Mulchén,8
Nacimiento,6
Negrete,3
Penco,84
Quilaco,5
Quilleco,16
San Pedro de la Paz,126
San Rosendo,2
Santa Bárbara,13
Santa Juana,4
Talcahuano,191
Tirúa,3
Tomé,88
Tucapel,5
Yumbel,26
Angol,27
Carahue,18
Cholchol,2
Collipulli,19
Cunco,3
Curacautín,1
Curarrehue,0
Ercilla,5
Freire,4
Galvarino,1
Gorbea,1
Lautaro,10
Loncoche,0
Lonquimay,0
Los Sauces,27
Lumaco,0
Melipeuco,1
Nueva Imperial,8
Padre Las Casas,7
Perquenco,0
Pitrufquén,5
Pucón,7
Purén,3
Renaico,0
Saavedra,0
Temuco,116
Teodoro Schmidt,0
Toltén,1
Traiguén,1
Victoria,14
Vilcún,9
Villarrica,1
Corral,0
Futrono,0
La Unión,6
Lago Ranco,0
Lanco,2
Los Lagos,0
Máfil,0
Mariquina,1
Paillaco,4
Panguipulli,1
Río Bueno,9
Valdivia,42
Ancud,6
Calbuco,58
Castro,12
Chaitén,1
Chonchi,0
Cochamó,3
Curaco de Vélez,0
Dalcahue,1
Fresia,30
Frutillar,32
Futaleufú,0
Hualaihué,0
Llanquihue,45
Los Muermos,21
Maullín,38
Osorno,164
Palena,0
Puerto Montt,518
Puerto Octay,31
Puerto Varas,65
Puqueldón,0
Purranque,12
Puyehue,5
Queilén,0
Quellón,1
Quemchi,0
Quinchao,1
Río Negro,6
San Juan de la Costa,9
San Pablo,4
Aisén,8
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,5
Guaitecas,1
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,3
Porvenir,0
Primavera,0
Punta Arenas,236
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
