comuna,activos
Cholchol,10
Collipulli,7
Cunco,14
Curacautín,2
Curarrehue,0
Ercilla,0
Freire,23
Galvarino,50
Gorbea,9
Lautaro,14
Loncoche,4
Lonquimay,0
Los Sauces,3
Lumaco,1
Melipeuco,2
Nueva Imperial,25
Padre Las Casas,4
Perquenco,8
Pitrufquén,16
Pucón,13
Purén,0
Renaico,1
Saavedra,5
Temuco,21
Teodoro Schmidt,0
Toltén,0
Traiguén,9
Victoria,23
Vilcún,8
Villarrica,7
Corral,7
Futrono,16
La Unión,9
Lago Ranco,0
Lanco,6
Los Lagos,14
Máfil,3
Mariquina,1
Paillaco,0
Panguipulli,16
Río Bueno,1
Valdivia,20
Ancud,3
Calbuco,1
Castro,1
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,1
Frutillar,1
Futaleufú,0
Hualaihué,0
Llanquihue,2
Los Muermos,1
Maullín,0
Osorno,30
Palena,0
Puerto Montt,77
Puerto Octay,0
Puerto Varas,19
Puqueldón,0
Purranque,3
Puyehue,0
Queilén,0
Quellón,0
Quemchi,1
Quinchao,0
Río Negro,0
San Juan de la Costa,6
San Pablo,0
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,2
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,0
Porvenir,0
Primavera,1
Punta Arenas,42
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
