comuna,confirmados
Alto Biobío,123
Antuco,23
Arauco,85
Cabrero,37
Cañete,21
Chiguayante,149
Concepción,464
Contulmo,1
Coronel,275
Curanilahue,22
Florida,6
Hualpén,199
Hualqui,53
Laja,72
Lebu,9
Los Álamos,5
Los Ángeles,368
Lota,80
Mulchén,27
Nacimiento,46
Negrete,58
Penco,82
Quilaco,5
Quilleco,6
San Pedro de la Paz,279
San Rosendo,5
Santa Bárbara,45
Santa Juana,16
Talcahuano,289
Tirúa,6
Tomé,135
Tucapel,49
Yumbel,37
Angol,226
Carahue,68
Cholchol,24
Collipulli,38
Cunco,45
Curacautín,10
Curarrehue,4
Ercilla,16
Freire,90
Galvarino,87
Gorbea,30
Lautaro,99
Loncoche,49
Lonquimay,66
Los Sauces,7
Lumaco,14
Melipeuco,8
Nueva Imperial,80
Padre Las Casas,166
Perquenco,15
Pitrufquén,68
Pucón,55
Purén,9
Renaico,26
Saavedra,92
Temuco,857
Teodoro Schmidt,10
Toltén,16
Traiguén,22
Victoria,134
Vilcún,100
Villarrica,41
Corral,20
Futrono,53
La Unión,59
Lago Ranco,2
Lanco,15
Los Lagos,38
Máfil,8
Mariquina,16
Paillaco,25
Panguipulli,33
Río Bueno,18
Valdivia,200
Ancud,87
Calbuco,9
Castro,9
Chaitén,1
Chonchi,0
Cochamó,1
Curaco de Vélez,0
Dalcahue,6
Fresia,1
Frutillar,13
Futaleufú,1
Hualaihué,4
Llanquihue,8
Los Muermos,3
Maullín,15
Osorno,414
Palena,0
Puerto Montt,248
Puerto Octay,5
Puerto Varas,45
Puqueldón,0
Purranque,68
Puyehue,10
Queilén,0
Quellón,1
Quemchi,14
Quinchao,1
Río Negro,32
San Juan de la Costa,40
San Pablo,12
Aisén,4
Chile Chico,1
Cisnes,0
Cochrane,0
Coyhaique,13
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,21
Laguna Blanca,0
Natales,14
Porvenir,9
Primavera,2
Punta Arenas,1058
Río Verde,0
San Gregorio,2
Timaukel,0
Torres del Paine,0
