comuna,activos
Santa Bárbara,19
Santa Juana,1
Talcahuano,48
Tirúa,0
Tomé,9
Tucapel,7
Yumbel,11
Angol,26
Carahue,10
Cholchol,2
Collipulli,10
Cunco,13
Curacautín,1
Curarrehue,0
Ercilla,5
Freire,32
Galvarino,14
Gorbea,4
Lautaro,20
Loncoche,17
Lonquimay,5
Los Sauces,1
Lumaco,3
Melipeuco,5
Nueva Imperial,2
Padre Las Casas,17
Perquenco,"0,0"
Pitrufquén,"88,1"
Pucón,"53,7"
Purén,"16,4"
Renaico,"55,4"
Saavedra,"78,2"
Temuco,"10,6"
Teodoro Schmidt,"25,3"
Toltén,"49,7"
Traiguén,"5,2"
Victoria,"33,8"
Vilcún,"74,8"
Villarrica,"15,2"
Corral,2
Futrono,20
La Unión,2
Lago Ranco,0
Lanco,0
Los Lagos,21
Máfil,0
Mariquina,3
Paillaco,13
Panguipulli,6
Río Bueno,3
Valdivia,25
Ancud,10
Calbuco,0
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,2
Fresia,0
Frutillar,5
Futaleufú,0
Hualaihué,0
Llanquihue,0
Los Muermos,0
Maullín,8
Osorno,25
Palena,0
Puerto Montt,52
Puerto Octay,0
Puerto Varas,5
Puqueldón,0
Purranque,29
Puyehue,2
Queilén,0
Quellón,0
Quemchi,11
Quinchao,0
Río Negro,6
San Juan de la Costa,0
San Pablo,1
Aisén,3
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,5
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,1
Porvenir,0
Primavera,0
Punta Arenas,52
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
