comuna,activos
Concepción,195
Contulmo,6
Coronel,203
Curanilahue,41
Florida,6
Hualpén,99
Hualqui,23
Laja,27
Lebu,4
Los Álamos,24
Los Ángeles,150
Lota,84
Mulchén,36
Nacimiento,33
Negrete,5
Penco,67
Quilaco,2
Quilleco,20
San Pedro de la Paz,122
San Rosendo,10
Santa Bárbara,19
Santa Juana,6
Talcahuano,175
Tirúa,1
Tomé,25
Tucapel,23
Yumbel,58
Angol,55
Carahue,5
Cholchol,2
Collipulli,5
Cunco,6
Curacautín,2
Curarrehue,0
Ercilla,1
Freire,3
Galvarino,15
Gorbea,1
Lautaro,5
Loncoche,4
Lonquimay,0
Los Sauces,5
Lumaco,3
Melipeuco,2
Nueva Imperial,8
Padre Las Casas,21
Perquenco,5
Pitrufquén,4
Pucón,3
Purén,1
Renaico,1
Saavedra,2
Temuco,73
Teodoro Schmidt,1
Toltén,2
Traiguén,6
Victoria,7
Vilcún,7
Villarrica,3
Corral,2
Futrono,2
La Unión,5
Lago Ranco,0
Lanco,0
Los Lagos,1
Máfil,0
Mariquina,1
Paillaco,3
Panguipulli,5
Río Bueno,5
Valdivia,46
Ancud,0
Calbuco,53
Castro,0
Chaitén,0
Chonchi,1
Cochamó,3
Curaco de Vélez,9
Dalcahue,0
Fresia,12
Frutillar,75
Futaleufú,0
Hualaihué,2
Llanquihue,23
Los Muermos,18
Maullín,21
Osorno,30
Palena,0
Puerto Montt,261
Puerto Octay,1
Puerto Varas,14
Puqueldón,0
Purranque,6
Puyehue,1
Queilén,0
Quellón,1
Quemchi,0
Quinchao,0
Río Negro,5
San Juan de la Costa,0
San Pablo,1
Aisén,5
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,1
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,10
Porvenir,0
Primavera,0
Punta Arenas,74
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
