comuna,activos
Chillán Viejo,9
Cobquecura,0
Coelemu,0
Coihueco,12
El Carmen,0
Ninhue,2
Ñiquén,2
Pemuco,1
Pinto,2
Portezuelo,0
Quillón,1
Quirihue,0
Ránquil,0
San Carlos,4
San Fabián,0
San Ignacio,0
San Nicolás,3
Treguaco,0
Yungay,"21,5"
Alto Biobío,0
Antuco,0
Arauco,0
Cabrero,3
Cañete,0
Chiguayante,7
Concepción,33
Contulmo,0
Coronel,1
Curanilahue,0
Florida,0
Hualpén,15
Hualqui,5
Laja,1
Lebu,0
Los Álamos,0
Los Ángeles,4
Lota,0
Mulchén,0
Nacimiento,2
Negrete,0
Penco,7
Quilaco,0
Quilleco,1
San Pedro de la Paz,13
San Rosendo,0
Santa Bárbara,0
Santa Juana,0
Talcahuano,28
Tirúa,0
Tomé,10
Tucapel,0
Yumbel,1
Angol,25
Carahue,12
Cholchol,1
Collipulli,1
Cunco,0
Curacautín,0
Curarrehue,0
Ercilla,4
Freire,1
Galvarino,0
Gorbea,1
Lautaro,7
Loncoche,3
Lonquimay,0
Los Sauces,0
Lumaco,0
Melipeuco,0
Nueva Imperial,12
Padre Las Casas,20
Perquenco,3
Pitrufquén,1
Pucón,2
Purén,0
Renaico,1
Saavedra,6
Temuco,113
Teodoro Schmidt,0
Toltén,0
Traiguén,1
Victoria,15
Vilcún,8
Villarrica,1
Corral,
Futrono,
La Unión,
Lago Ranco,
Lanco,
Los Lagos,
Máfil,
Mariquina,
Paillaco,
Panguipulli,
Río Bueno,
Valdivia,
Ancud,8
Calbuco,1
Castro,0
Chaitén,0
Chonchi,0
Cochamó,1
Curaco de Vélez,0
Dalcahue,0
Fresia,1
Frutillar,2
Futaleufú,0
Hualaihué,0
Llanquihue,0
Los Muermos,0
Maullín,1
Osorno,34
Palena,0
Puerto Montt,8
Puerto Octay,0
Puerto Varas,2
Puqueldón,0
Purranque,2
Puyehue,0
Queilén,0
Quellón,0
Quemchi,0
Quinchao,0
Río Negro,0
San Juan de la Costa,3
San Pablo,2
Aisén,
Chile Chico,
Cisnes,
Cochrane,
Coyhaique,
Guaitecas,
Lago Verde,
O'Higgins,
Río Ibáñez,
Tortel,
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,1
Porvenir,4
Primavera,1
Punta Arenas,181
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
