comuna,activos
Los Ángeles,109
Lota,44
Mulchén,8
Nacimiento,4
Negrete,8
Penco,63
Quilaco,3
Quilleco,10
San Pedro de la Paz,116
San Rosendo,1
Santa Bárbara,19
Santa Juana,11
Talcahuano,226
Tirúa,1
Tomé,37
Tucapel,8
Yumbel,5
Angol,32
Carahue,7
Cholchol,2
Collipulli,2
Cunco,10
Curacautín,0
Curarrehue,0
Ercilla,12
Freire,6
Galvarino,0
Gorbea,0
Lautaro,23
Loncoche,2
Lonquimay,0
Los Sauces,2
Lumaco,0
Melipeuco,0
Nueva Imperial,4
Padre Las Casas,15
Perquenco,2
Pitrufquén,2
Pucón,5
Purén,4
Renaico,4
Saavedra,0
Temuco,67
Teodoro Schmidt,0
Toltén,0
Traiguén,7
Victoria,21
Vilcún,14
Villarrica,4
Corral,0
Futrono,0
La Unión,9
Lago Ranco,0
Lanco,0
Los Lagos,0
Máfil,9
Mariquina,6
Paillaco,4
Panguipulli,0
Río Bueno,4
Valdivia,52
Ancud,9
Calbuco,30
Castro,14
Chaitén,0
Chonchi,0
Cochamó,2
Curaco de Vélez,0
Dalcahue,0
Fresia,9
Frutillar,8
Futaleufú,0
Hualaihué,6
Llanquihue,33
Los Muermos,12
Maullín,18
Osorno,84
Palena,0
Puerto Montt,513
Puerto Octay,0
Puerto Varas,28
Puqueldón,0
Purranque,7
Puyehue,1
Queilén,0
Quellón,2
Quemchi,0
Quinchao,0
Río Negro,2
San Juan de la Costa,0
San Pablo,1
Aisén,12
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,0
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,1
Porvenir,0
Primavera,0
Punta Arenas,70
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
