comuna,activos
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,0
Futaleufú,0
Hualaihué,0
Llanquihue,0
Los Muermos,0
Maullín,0
Osorno,23
Palena,0
Puerto Montt,1
Puerto Octay,3
Puerto Varas,0
Puqueldón,0
Purranque,2
Puyehue,2
Queilén,0
Quellón,0
Quemchi,0
Quinchao,0
Río Negro,6
San Juan de la Costa,8
San Pablo,0
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,0
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,0
Laguna Blanca,0
Natales,0
Porvenir,0
Primavera,0
Punta Arenas,96
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
