comuna,activos
Lota,12
Mulchén,4
Nacimiento,9
Negrete,3
Penco,1
Quilaco,0
Quilleco,0
San Pedro de la Paz,9
San Rosendo,0
Santa Bárbara,0
Santa Juana,0
Talcahuano,27
Tirúa,0
Tomé,14
Tucapel,0
Yumbel,6
Angol,14
Carahue,2
Cholchol,0
Collipulli,0
Cunco,1
Curacautín,1
Curarrehue,0
Ercilla,0
Freire,2
Galvarino,1
Gorbea,1
Lautaro,15
Loncoche,3
Lonquimay,7
Los Sauces,0
Lumaco,1
Melipeuco,0
Nueva Imperial,4
Padre Las Casas,1
Perquenco,0
Pitrufquén,0
Pucón,1
Purén,2
Renaico,6
Saavedra,18
Temuco,48
Teodoro Schmidt,0
Toltén,0
Traiguén,0
Victoria,6
Vilcún,3
Villarrica,2
Corral,2
Futrono,0
La Unión,2
Lago Ranco,0
Lanco,2
Los Lagos,0
Máfil,0
Mariquina,2
Paillaco,0
Panguipulli,0
Río Bueno,1
Valdivia,3
Ancud,37
Calbuco,1
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,0
Fresia,0
Frutillar,0
Futaleufú,0
Hualaihué,0
Llanquihue,5
Los Muermos,1
Maullín,0
Osorno,24
Palena,0
Puerto Montt,2
Puerto Octay,2
Puerto Varas,0
Puqueldón,0
Purranque,4
Puyehue,2
Queilén,0
Quellón,1
Quemchi,0
Quinchao,0
Río Negro,4
San Juan de la Costa,7
San Pablo,0
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,1
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,1
Porvenir,1
Primavera,0
Punta Arenas,136
Río Verde,0
San Gregorio,1
Timaukel,0
Torres del Paine,0
