comuna,activos
Loncoche,1
Lonquimay,27
Los Sauces,0
Lumaco,1
Melipeuco,3
Nueva Imperial,6
Padre Las Casas,21
Perquenco,0
Pitrufquén,13
Pucón,7
Purén,0
Renaico,7
Saavedra,17
Temuco,55
Teodoro Schmidt,1
Toltén,6
Traiguén,5
Victoria,5
Vilcún,11
Villarrica,2
Corral,4
Futrono,18
La Unión,2
Lago Ranco,0
Lanco,0
Los Lagos,2
Máfil,1
Mariquina,3
Paillaco,20
Panguipulli,5
Río Bueno,2
Valdivia,29
Ancud,25
Calbuco,0
Castro,0
Chaitén,0
Chonchi,0
Cochamó,0
Curaco de Vélez,0
Dalcahue,4
Fresia,0
Frutillar,2
Futaleufú,1
Hualaihué,0
Llanquihue,0
Los Muermos,0
Maullín,14
Osorno,11
Palena,0
Puerto Montt,48
Puerto Octay,0
Puerto Varas,6
Puqueldón,0
Purranque,7
Puyehue,0
Queilén,0
Quellón,0
Quemchi,5
Quinchao,0
Río Negro,5
San Juan de la Costa,1
San Pablo,1
Aisén,0
Chile Chico,0
Cisnes,0
Cochrane,0
Coyhaique,2
Guaitecas,0
Lago Verde,0
O'Higgins,0
Río Ibáñez,0
Tortel,0
Antártica,0
Cabo de Hornos,1
Laguna Blanca,0
Natales,2
Porvenir,0
Primavera,0
Punta Arenas,65
Río Verde,0
San Gregorio,0
Timaukel,0
Torres del Paine,0
